key,text,tag,translated
InteractionDef/Sex_Reverse_Fisting.logRulesRecipient.rulesStrings.0,r_logentry->Was fisted by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Sex_Reverse_Fisting.modExtensions.0.RMBLabel,Give fisting,RMBLabel,握拳
InteractionDef/Sex_Reverse_Footjob.label,footjob,label,足迹
InteractionDef/Sex_Reverse_Footjob.logRulesInitiator.rulesStrings.0,r_logentry->Gave a footjob to [RECIPIENT_nameDef].,li,R_logentry-> 给[RECIPIENT_nameDef]没有。
InteractionDef/Sex_Reverse_Footjob.logRulesRecipient.rulesStrings.0,r_logentry->Received a footjob from [INITIATOR_nameDef].,li,R_logentry-> 得到一份工作[INITIATOR_nameDef]没有。
InteractionDef/Sex_Reverse_Footjob.modExtensions.0.RMBLabel,Give footjob,RMBLabel,给予工作
InteractionDef/Sex_Reverse_Handjob.label,handjob,label,干工
InteractionDef/Sex_Reverse_Handjob.logRulesInitiator.rulesStrings.0,r_logentry->Gave a handjob to [RECIPIENT_nameDef].,li,R_logentry-> 帮了个忙[RECIPIENT_nameDef]没有。
InteractionDef/Sex_Reverse_Handjob.logRulesRecipient.rulesStrings.0,r_logentry->Received a handjob from [INITIATOR_nameDef].,li,R_logentry-> 接受了[INITIATOR_nameDef]没有。
InteractionDef/Sex_Reverse_Handjob.modExtensions.0.RMBLabel,Give handjob,RMBLabel,施放
InteractionDef/Sex_Reverse_Rimming.label,rimming,label,卷曲
InteractionDef/Sex_Reverse_Rimming.logRulesInitiator.rulesStrings.0,r_logentry->Rimmed [RECIPIENT_nameDef].,li,R_logentry-> 边缘[RECIPIENT_nameDef]没有。
InteractionDef/Sex_Reverse_Rimming.logRulesRecipient.rulesStrings.0,r_logentry->Was rimmed by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Sex_Reverse_Rimming.modExtensions.0.RMBLabel,Give anal rimming,RMBLabel,包扎肛门
InteractionDef/Sex_Reverse_Vaginal.label,vaginal,label,阴道的
InteractionDef/Sex_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,r_logentry->Was fucked vaginally by [RECIPIENT_nameDef].,li,R_logentry-> 被[RECIPIENT_nameDef]没有。
InteractionDef/Sex_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,r_logentry->Fucked vaginally [INITIATOR_nameDef].,li,R_logentry-> 阴道性交[INITIATOR_nameDef]没有。
InteractionDef/Sex_Reverse_Vaginal.modExtensions.0.RMBLabel,Get fucked vaginally,RMBLabel,阴道乱搞
InteractionDef/Necro_Anal.label,anal,label,肛门
InteractionDef/Necro_Anal.logRulesInitiator.rulesStrings.0,r_logentry->Raped anally [RECIPIENT_nameDef].,li,R_logentry-> 被强奸[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Anal.logRulesRecipient.rulesStrings.0,r_logentry->Was anally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_Anal.modExtensions.0.RMBLabel,Fuck anally,RMBLabel,他妈的盟友
InteractionDef/Necro_DoublePenetration.label,double-penetration,label,双穿透
InteractionDef/Necro_DoublePenetration.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated [RECIPIENT_nameDef].,li,R_logentry-> 双穿透[RECIPIENT_nameDef]没有。
InteractionDef/Necro_DoublePenetration.logRulesRecipient.rulesStrings.0,r_logentry->Was double-penetrated by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_DoublePenetration.modExtensions.0.RMBLabel,Double-penetrate,RMBLabel,双穿透
InteractionDef/Necro_DoublePenetrationM.label,double-penetration,label,双穿透
InteractionDef/Necro_DoublePenetrationM.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated [RECIPIENT_nameDef].,li,R_logentry-> 双穿透[RECIPIENT_nameDef]没有。
InteractionDef/Necro_DoublePenetrationM.logRulesRecipient.rulesStrings.0,r_logentry->Was double-penetrated by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_DoublePenetrationM.modExtensions.0.RMBLabel,Double-penetrate,RMBLabel,双穿透
InteractionDef/Necro_Vaginal.label,vaginal,label,阴道的
InteractionDef/Necro_Vaginal.logRulesInitiator.rulesStrings.0,r_logentry->Raped vaginally [RECIPIENT_nameDef].,li,R_logentry-> 阴道强奸[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Vaginal.logRulesRecipient.rulesStrings.0,r_logentry->Was vaginally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_Vaginal.modExtensions.0.RMBLabel,Fuck vaginally,RMBLabel,去他妈的阴道
InteractionDef/Rape_MechImplant.label,mechanoid implanting,label,机械体植入
InteractionDef/Rape_MechImplant.logRulesInitiator.rulesStrings.0,r_logentry->Assaulted [RECIPIENT_nameDef].,li,R_logentry-> 被袭击[RECIPIENT_nameDef]没有。
InteractionDef/Rape_MechImplant.logRulesRecipient.rulesStrings.0,r_logentry->Was violated by [INITIATOR_nameDef].,li,R_logentry-> 被侵犯了[INITIATOR_nameDef]没有。
InteractionDef/Rape_MechImplant.modExtensions.0.RMBLabel,Implant chip,RMBLabel,植入芯片
InteractionDef/Rape_Reverse_Anal.label,anal,label,肛门
InteractionDef/Rape_Reverse_Anal.logRulesInitiator.rulesStrings.0,r_logentry->Raped anally [RECIPIENT_nameDef].,li,R_logentry-> 被强奸[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Anal.logRulesRecipient.rulesStrings.0,r_logentry->Was anally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Anal.modExtensions.0.RMBLabel,Ride anally,RMBLabel,骑着马
InteractionDef/Rape_Reverse_Breastjob.label,breastjob,label,守职
InteractionDef/Rape_Reverse_Breastjob.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully gave a breastjob to [RECIPIENT_nameDef].,li,R_logentry-> 强制地对[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Breastjob.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to receive a breastjob by [INITIATOR_nameDef].,li,R_logentry-> 被强迫接受一份母乳喂养[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Breastjob.modExtensions.0.RMBLabel,Do a breastjob,RMBLabel,做保育员
InteractionDef/Rape_Reverse_Cunnilingus.label,cunnilingus,label,农奴
InteractionDef/Rape_Reverse_Cunnilingus.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully gave cunnilingus to [RECIPIENT_nameDef].,li,R_logentry-> 狠狠地把舔象给[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Cunnilingus.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to receive cunnilingus from [INITIATOR_nameDef].,li,R_logentry-> 被迫接受来自[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Cunnilingus.modExtensions.0.RMBLabel,Do cunnilingus,RMBLabel,做楔形动物
InteractionDef/Rape_Reverse_DoublePenetration.label,double-penetration,label,双穿透
InteractionDef/Rape_Reverse_DoublePenetration.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated by [RECIPIENT_nameDef].,li,R_logentry-> 双重穿透[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_DoublePenetration.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to double-penetrate [INITIATOR_nameDef].,li,R_logentry-> 被强制双倍穿透[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_DoublePenetration.modExtensions.0.RMBLabel,Get double-penetrated,RMBLabel,获得双倍穿透
InteractionDef/Rape_Reverse_DoublePenetrationM.label,double-penetration,label,双穿透
InteractionDef/Rape_Reverse_DoublePenetrationM.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated by [RECIPIENT_nameDef].,li,R_logentry-> 双重穿透[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_DoublePenetrationM.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to double-penetrate [INITIATOR_nameDef].,li,R_logentry-> 被强制双倍穿透[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_DoublePenetrationM.modExtensions.0.RMBLabel,Get double-penetrated,RMBLabel,获得双倍穿透
InteractionDef/Rape_Reverse_Fellatio.label,fellatio,label,口才
InteractionDef/Rape_Reverse_Fellatio.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully fellated [RECIPIENT_nameDef].,li,R_logentry-> 被无情地压住[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Fellatio.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly fellated by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Fellatio.modExtensions.0.RMBLabel,Do fellatio,RMBLabel,口才
InteractionDef/Rape_Reverse_Fingering.label,fingering,label,手指操作
InteractionDef/Rape_Reverse_Fingering.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully fingered [RECIPIENT_nameDef].,li,R_logentry-> 用手指戳了一下[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Fingering.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly fingered by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Fingering.modExtensions.0.RMBLabel,Do fingering,RMBLabel,手指操作
InteractionDef/Rape_Reverse_Fisting.label,fisting,label,拳手
InteractionDef/Rape_Reverse_Fisting.logRulesInitiator.rulesStrings.0,r_logentry->Forced [RECIPIENT_nameDef] to give fisting.,li,R_logentry-> 强制[RECIPIENT_nameDef]给拳头。
InteractionDef/Rape_Reverse_Fisting.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to fist [INITIATOR_nameDef].,li,R_logentry-> 被强迫拳头[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Fisting.modExtensions.0.RMBLabel,Get fisted anally,RMBLabel,被激怒
InteractionDef/Rape_Reverse_Footjob.label,footjob,label,足迹
InteractionDef/Rape_Reverse_Footjob.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully gave a footjob to [RECIPIENT_nameDef].,li,R_logentry-> 强制地给[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Footjob.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly given a footjob by [INITIATOR_nameDef].,li,R_logentry-> 被人强行分配了食物[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Footjob.modExtensions.0.RMBLabel,Do a footjob,RMBLabel,完成工作
InteractionDef/Rape_Reverse_Handjob.label,handjob,label,干工
InteractionDef/Rape_Reverse_Handjob.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully jerked off [RECIPIENT_nameDef].,li,R_logentry-> 狠狠地猛拉[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Handjob.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly jerked off by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Handjob.modExtensions.0.RMBLabel,Do a handjob,RMBLabel,体力劳动
InteractionDef/Rape_Reverse_Rimming.label,rimming,label,卷曲
InteractionDef/Rape_Reverse_Rimming.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully rimmed [RECIPIENT_nameDef]'s anus.,li,R_logentry-> 强力上缘[RECIPIENT_nameDef]肛门。
InteractionDef/Rape_Reverse_Rimming.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly rimmed by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Rimming.modExtensions.0.RMBLabel,Do anal rimming,RMBLabel,做肛门套
InteractionDef/Rape_Reverse_Scissoring.label,scissoring,label,剪毛
InteractionDef/Rape_Reverse_Scissoring.logRulesInitiator.rulesStrings.0,r_logentry->Forcefully scissored with [RECIPIENT_nameDef].,li,R_logentry-> 强制剪断[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Scissoring.logRulesRecipient.rulesStrings.0,r_logentry->Was forcibly scissored with [INITIATOR_nameDef].,li,R_logentry-> 被强制剪下[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Scissoring.modExtensions.0.RMBLabel,Do scissoring,RMBLabel,做剪刀手
InteractionDef/Rape_Reverse_Vaginal.label,vaginal,label,阴道的
InteractionDef/Rape_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,r_logentry->Raped vaginally [RECIPIENT_nameDef].,li,R_logentry-> 阴道强奸[RECIPIENT_nameDef]没有。
InteractionDef/Rape_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,r_logentry->Was vaginally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Rape_Reverse_Vaginal.modExtensions.0.RMBLabel,Ride vaginally,RMBLabel,阴道行驶
InteractionDef/Necro_Reverse_Anal.label,anal,label,肛门
InteractionDef/Necro_Reverse_Anal.logRulesInitiator.rulesStrings.0,r_logentry->Raped anally [RECIPIENT_nameDef].,li,R_logentry-> 被强奸[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Reverse_Anal.logRulesRecipient.rulesStrings.0,r_logentry->Was anally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_Reverse_Anal.modExtensions.0.RMBLabel,Ride anally,RMBLabel,骑着马
InteractionDef/Necro_Reverse_DoublePenetration.label,double-penetration,label,双穿透
InteractionDef/Necro_Reverse_DoublePenetration.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated by [RECIPIENT_nameDef].,li,R_logentry-> 双重穿透[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Reverse_DoublePenetration.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to double-penetrate [INITIATOR_nameDef].,li,R_logentry-> 被强制双倍穿透[INITIATOR_nameDef]没有。
InteractionDef/Necro_Reverse_DoublePenetration.modExtensions.0.RMBLabel,Get double-penetrated,RMBLabel,获得双倍穿透
InteractionDef/Necro_Reverse_DoublePenetrationM.label,double-penetration,label,双穿透
InteractionDef/Necro_Reverse_DoublePenetrationM.logRulesInitiator.rulesStrings.0,r_logentry->Double-penetrated by [RECIPIENT_nameDef].,li,R_logentry-> 双重穿透[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Reverse_DoublePenetrationM.logRulesRecipient.rulesStrings.0,r_logentry->Was forced to double-penetrate [INITIATOR_nameDef].,li,R_logentry-> 被强制双倍穿透[INITIATOR_nameDef]没有。
InteractionDef/Necro_Reverse_DoublePenetrationM.modExtensions.0.RMBLabel,Get double-penetrated,RMBLabel,获得双倍穿透
InteractionDef/Necro_Reverse_Vaginal.label,vaginal,label,阴道的
InteractionDef/Necro_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,r_logentry->Raped vaginally [RECIPIENT_nameDef].,li,R_logentry-> 阴道强奸[RECIPIENT_nameDef]没有。
InteractionDef/Necro_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,r_logentry->Was vaginally raped by [INITIATOR_nameDef].,li,R_logentry-> 被[INITIATOR_nameDef]没有。
InteractionDef/Necro_Reverse_Vaginal.modExtensions.0.RMBLabel,Ride vaginally,RMBLabel,阴道行驶
InteractionDef/Bestiality_Reverse_Anal.label,anal breeding,label,肛门繁殖
InteractionDef/Bestiality_Reverse_Anal.logRulesInitiator.rulesStrings.0,r_logentry->Presented to [RECIPIENT_nameDef].,li,R_logentry-> 呈现给[RECIPIENT_nameDef]没有。
InteractionDef/Bestiality_Reverse_Anal.logRulesRecipient.rulesStrings.0,r_logentry->Mounted anally [INITIATOR_nameDef].,li,R_logentry-> 敌对地安装[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Anal.modExtensions.0.RMBLabel,Get bred anally,RMBLabel,哺育
InteractionDef/Bestiality_Reverse_Double_Penetration_M.label,double penetration,label,双倍穿透
InteractionDef/Bestiality_Reverse_Double_Penetration_M.logRulesInitiator.rulesStrings.0,r_logentry->Presented to [RECIPIENT_nameDef].,li,R_logentry-> 呈现给[RECIPIENT_nameDef]没有。
InteractionDef/Bestiality_Reverse_Double_Penetration_M.logRulesRecipient.rulesStrings.0,r_logentry->Double-penetrated [INITIATOR_nameDef].,li,R_logentry-> 双穿透[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Double_Penetration_M.modExtensions.0.RMBLabel,Get double-penetrated,RMBLabel,获得双倍穿透
InteractionDef/Bestiality_Reverse_Handjob.label,Handjob,label,干工
InteractionDef/Bestiality_Reverse_Handjob.logRulesInitiator.rulesStrings.0,r_logentry->Serviced [RECIPIENT_nameDef] with handjob .,li,R_logentry-> 接受服务[RECIPIENT_nameDef]正在用手工作。
InteractionDef/Bestiality_Reverse_Handjob.logRulesRecipient.rulesStrings.0,r_logentry->Received handjob from [INITIATOR_nameDef].,li,R_logentry-> 接受[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Handjob.modExtensions.0.RMBLabel,Give handjob,RMBLabel,施放
InteractionDef/Bestiality_Reverse_Oral.label,MouthFuck,label,口器
InteractionDef/Bestiality_Reverse_Oral.logRulesInitiator.rulesStrings.0,r_logentry->Presented to [RECIPIENT_nameDef].,li,R_logentry-> 呈现给[RECIPIENT_nameDef]没有。
InteractionDef/Bestiality_Reverse_Oral.logRulesRecipient.rulesStrings.0,r_logentry->Mounted orally [INITIATOR_nameDef].,li,R_logentry-> 口头安装[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Oral.modExtensions.0.RMBLabel,Get bred orally,RMBLabel,口养
InteractionDef/Bestiality_Reverse_Oral_Service.label,MouthFuck,label,口器
InteractionDef/Bestiality_Reverse_Oral_Service.logRulesInitiator.rulesStrings.0,r_logentry->Orally serviced [RECIPIENT_nameDef].,li,R_logentry-> 口头服务[RECIPIENT_nameDef]没有。
InteractionDef/Bestiality_Reverse_Oral_Service.logRulesRecipient.rulesStrings.0,r_logentry->Was orally serviced by [INITIATOR_nameDef].,li,R_logentry-> 接受了口头治疗[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Oral_Service.modExtensions.0.RMBLabel,Service orally,RMBLabel,口头仪式
InteractionDef/Bestiality_Reverse_Vaginal.label,vaginal breeding,label,阴道繁殖
InteractionDef/Bestiality_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,r_logentry->Presented to [RECIPIENT_nameDef].,li,R_logentry-> 呈现给[RECIPIENT_nameDef]没有。
InteractionDef/Bestiality_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,r_logentry->Mounted vaginally [INITIATOR_nameDef].,li,R_logentry-> 阴道安装[INITIATOR_nameDef]没有。
InteractionDef/Bestiality_Reverse_Vaginal.modExtensions.0.RMBLabel,Get bred vaginally,RMBLabel,阴道培育
rjw.HediffDef_SexPart/GenericPenis.label,generic penis,label,通用阴茎
rjw.HediffDef_SexPart/GenericPenis.labelNoun,a penis,labelNoun,一个阴茎
rjw.HediffDef_SexPart/GenericPenis.description,A penis. Generic placeholder part for unsuported race.,description,一个阴茎。未支持的种族的通用占位符部件。
rjw.HediffDef_SexPart/GenericVagina.label,generic vagina,label,通用阴道
rjw.HediffDef_SexPart/GenericVagina.labelNoun,a vagina,labelNoun,一个阴道
rjw.HediffDef_SexPart/GenericVagina.description,A vagina. Generic placeholder part for unsuported race.,description,一个阴道。未支持的种族的通用占位符部件。
rjw.HediffDef_SexPart/GenericAnus.label,generic anus,label,通用肛门
rjw.HediffDef_SexPart/GenericAnus.labelNoun,an anus,labelNoun,一个肛门
rjw.HediffDef_SexPart/GenericAnus.description,An anus. Generic placeholder part for unsuported race.,description,一个肛门。未支持的种族的通用占位符部件。
rjw.HediffDef_SexPart/GenericBreasts.label,generic breasts,label,普通乳房
rjw.HediffDef_SexPart/GenericBreasts.labelNoun,breasts,labelNoun,乳房
rjw.HediffDef_SexPart/GenericBreasts.description,A pair of breasts. Generic placeholder part for unsuported race.,description,一对乳房。未支持的种族的通用占位符部件。
rjw.HediffDef_SexPart/HorsePenis.label,equine penis,label,马鞭
rjw.HediffDef_SexPart/HorsePenis.labelNoun,an equine penis,labelNoun,马的阴茎
rjw.HediffDef_SexPart/HorsePenis.description,A large horse penis. Flares out during sex.,description,一根大马鞭。性爱过程中会出现眩光。
rjw.HediffDef_SexPart/HorseVagina.label,equine vagina,label,马阴道
rjw.HediffDef_SexPart/HorseVagina.labelNoun,an equine vagina,labelNoun,马阴道
rjw.HediffDef_SexPart/HorseVagina.description,A mare vagina.,description,一个母马的阴道。
rjw.HediffDef_SexPart/CatPenis.label,feline penis,label,猫科动物的阴茎
rjw.HediffDef_SexPart/CatPenis.labelNoun,a feline penis,labelNoun,一个猫科动物的阴茎
rjw.HediffDef_SexPart/CatPenis.description,A spine-covered feline penis.,description,布满脊椎的猫科动物阴茎。
rjw.HediffDef_SexPart/CatVagina.label,feline vagina,label,猫科动物的阴道
rjw.HediffDef_SexPart/CatVagina.labelNoun,a feline vagina,labelNoun,一个猫科动物的阴道
rjw.HediffDef_SexPart/CatVagina.description,A feline vagina.,description,一个猫科动物的阴道。
rjw.HediffDef_SexPart/DogPenis.label,canine penis,label,犬科动物的阴茎
rjw.HediffDef_SexPart/DogPenis.labelNoun,a dog penis,labelNoun,一个狗阴茎
rjw.HediffDef_SexPart/DogPenis.description,"A bright red dog penis. The knot will expand during sex, locking its lover to their partner for a long time.",description,鲜红的狗屁鸡巴。这个结会在性爱过程中扩大，将它的情人锁定在伴侣身边很长时间。
rjw.HediffDef_SexPart/DogVagina.label,canine vagina,label,犬科动物的阴道
rjw.HediffDef_SexPart/DogVagina.labelNoun,a dog vagina,labelNoun,一个狗的阴道
rjw.HediffDef_SexPart/DogVagina.description,A dog vagina.,description,一个狗的阴道。
rjw.HediffDef_SexPart/DragonPenis.label,dragon penis,label,龙血
rjw.HediffDef_SexPart/DragonPenis.labelNoun,a dragon penis,labelNoun,一个龙头
rjw.HediffDef_SexPart/DragonPenis.description,"A dragon penis. Has a knot that expands similarly to a dog's penis, but the ribbing on both sides takes its lover to greater heights of pleasure.",description,一个龙头。有一个类似于狗的阴茎的结，但两侧的肋骨会让它的爱人获得更大的快乐。
rjw.HediffDef_SexPart/DragonVagina.label,dragon vagina,label,龙阴道
rjw.HediffDef_SexPart/DragonVagina.labelNoun,a dragon vagina,labelNoun,一个龙阴道
rjw.HediffDef_SexPart/DragonVagina.description,A dragon vagina. Has a similar texture to their outer hide.,description,一个龙的阴道。具有与外壳相似的纹理。
rjw.HediffDef_SexPart/RaccoonPenis.label,procyonine penis,label,长柄鸡巴
rjw.HediffDef_SexPart/RaccoonPenis.labelNoun,a procyonine penis,labelNoun,一个原骨阴茎
rjw.HediffDef_SexPart/RaccoonPenis.description,A raccoon penis.,description,一只浣熊的阴茎。
rjw.HediffDef_SexPart/HemiPenis.label,hemipenis,label,半肢
rjw.HediffDef_SexPart/HemiPenis.labelNoun,a hemipenis,labelNoun,一个侧肢
rjw.HediffDef_SexPart/HemiPenis.description,Twice the members for double the fun.,description,双倍的成员和双倍的乐趣。
rjw.HediffDef_SexPart/CrocodilianPenis.label,crocodilian penis,label,鳄鱼鸡巴
rjw.HediffDef_SexPart/CrocodilianPenis.labelNoun,a crocodilian penis,labelNoun,一个鳄鱼的阴茎
rjw.HediffDef_SexPart/CrocodilianPenis.description,A crocodilian penis. Large and permenantly erect.,description,一条鳄鱼的阴茎。体型大且永久直立。
rjw.HediffDef_SexPart/UdderBreasts.label,udders,label,乳房
rjw.HediffDef_SexPart/UdderBreasts.labelNoun,a set of udders,labelNoun,一个乳房
rjw.HediffDef_SexPart/UdderBreasts.description,An animalistic breast with four nipples.,description,有四个乳头的泛灵乳房。
rjw.HediffDef_SexPart/NarrowVagina.label,narrow vagina,label,狭窄的阴道
rjw.HediffDef_SexPart/NarrowVagina.labelNoun,a narrow vagina,labelNoun,狭窄的阴道
rjw.HediffDef_SexPart/NarrowVagina.description,"A tight, narrow vagina.",description,狭窄的阴道。
rjw.HediffDef_SexPart/NeedlePenis.label,needle penis,label,刺针阴茎
rjw.HediffDef_SexPart/NeedlePenis.labelNoun,a needle penis,labelNoun,一个刺针阴茎
rjw.HediffDef_SexPart/NeedlePenis.description,A small and thin penis.,description,纤细的阴茎。
rjw.HediffDef_SexPart/RodentVagina.label,rodent vagina,label,啮齿动物的阴道
rjw.HediffDef_SexPart/RodentVagina.labelNoun,a rodent vagina,labelNoun,啮齿动物的阴道
rjw.HediffDef_SexPart/RodentVagina.description,A rodent vagina.,description,啮齿动物的阴道。
rjw.HediffDef_SexPart/RodentPenis.label,rodent penis,label,啮齿动物的阴茎
rjw.HediffDef_SexPart/RodentPenis.labelNoun,a rodent penis,labelNoun,啮齿动物的阴茎
rjw.HediffDef_SexPart/RodentPenis.description,A rodent penis.,description,啮齿动物的阴茎。
rjw.HediffDef_SexPart/CloacalPenis.label,cloacal penis,label,泄殖腔的阴茎
rjw.HediffDef_SexPart/CloacalPenis.labelNoun,a cloacal penis,labelNoun,泄殖腔的阴茎
rjw.HediffDef_SexPart/CloacalPenis.description,A cloacal penis.,description,泄殖腔的阴茎。
rjw.HediffDef_SexPart/CloacalVagina.label,cloacal vagina,label,泄殖腔阴道
rjw.HediffDef_SexPart/CloacalVagina.labelNoun,a cloacal vagina,labelNoun,一个泄殖腔阴道
rjw.HediffDef_SexPart/CloacalVagina.description,A cloacal vagina.,description,泄殖腔的阴道。
rjw.HediffDef_SexPart/CloacalAnus.label,cloacal anus,label,泄殖腔肛门
rjw.HediffDef_SexPart/CloacalAnus.labelNoun,cloacal anus,labelNoun,泄殖腔肛门
rjw.HediffDef_SexPart/CloacalAnus.description,A cloacal anus.,description,泄殖腔的肛门。
rjw.HediffDef_SexPart/DemonTentaclePenis.label,demon tentacles,label,恶魔触手
rjw.HediffDef_SexPart/DemonTentaclePenis.labelNoun,demon tentacles,labelNoun,恶魔触手
rjw.HediffDef_SexPart/DemonTentaclePenis.description,Tentacles capable of reaching corners of the body you never thought possible.,description,触手可触及你从未想过可能触及的身体角落。
rjw.HediffDef_SexPart/DemonPenis.label,demon penis,label,恶魔鸡巴
rjw.HediffDef_SexPart/DemonPenis.labelNoun,a demon penis,labelNoun,一个恶魔的阴茎
rjw.HediffDef_SexPart/DemonPenis.description,"A large, daunting mass that can cause its lovers to succumb to debauchery.",description,一个巨大的、令人生畏的团块，会导致它的爱人屈服于放荡。
rjw.HediffDef_SexPart/DemonVagina.label,demon vagina,label,恶魔阴道
rjw.HediffDef_SexPart/DemonVagina.labelNoun,a demon vagina,labelNoun,一个恶魔阴道
rjw.HediffDef_SexPart/DemonVagina.description,A tight vagina that can send its lovers to heaven.,description,紧绷的阴道，可以将它的爱人送到天堂。
rjw.HediffDef_SexPart/DemonAnus.label,demon anus,label,恶魔肛门
rjw.HediffDef_SexPart/DemonAnus.labelNoun,a demon anus,labelNoun,一个恶魔的肛门
rjw.HediffDef_SexPart/DemonAnus.description,A demon anus.,description,一个恶魔的肛门。
rjw.HediffDef_SexPart/Penis.label,penis,label,阴阳怪气
rjw.HediffDef_SexPart/Penis.labelNoun,a penis,labelNoun,一个阴茎
rjw.HediffDef_SexPart/Penis.description,A penis.,description,一个阴茎。
rjw.HediffDef_SexPart/Vagina.label,vagina,label,阴道
rjw.HediffDef_SexPart/Vagina.labelNoun,a vagina,labelNoun,一个阴道
rjw.HediffDef_SexPart/Vagina.description,A vagina.,description,一个阴道。
rjw.HediffDef_SexPart/Anus.label,anus,label,肛门
